This data contains example velocities, not measured velocities  
CDP-X       CDP-Y   Time(ms)  Vrms    Vint    Vavg   Depth(m)
 615505.78  6080128.96   50.00 1500.00 1500.00 1500.00   37.50
 615505.78  6080128.96  626.58 1927.33 1960.00 1923.29  602.55
 615505.78  6080128.96  615.12 1922.41 2175.00 1918.60  590.08
 615505.78  6080128.96 1023.62 2063.77 2260.00 2054.85 1051.69
 615505.78  6080128.96 1848.00 2220.06 2400.00 2208.82 2040.95
 615705.70  6080134.55   50.00 1500.00 1500.00 1500.00   37.50
 615705.70  6080134.55  624.09 1927.20 1960.00 1923.15  600.11
 615705.70  6080134.55  614.77 1923.19 2175.00 1919.33  589.98
 615705.70  6080134.55 1019.79 2063.55 2260.00 2054.63 1047.65
 615705.70  6080134.55 1848.00 2220.65 2400.00 2209.41 2041.50
 615905.62  6080140.13   50.00 1500.00 1500.00 1500.00   37.50
 615905.62  6080140.13  621.29 1927.05 1960.00 1922.98  597.36
 615905.62  6080140.13  614.43 1924.10 2175.00 1920.17  589.91
 615905.62  6080140.13 1016.09 2063.43 2260.00 2054.50 1043.78
 615905.62  6080140.13 1848.00 2221.26 2400.00 2210.03 2042.07
 616105.54  6080145.72   50.00 1500.00 1500.00 1500.00   37.50
 616105.54  6080145.72  618.28 1926.89 1960.00 1922.80  594.42
 616105.54  6080145.72  614.10 1925.09 2175.00 1921.08  589.87
 616105.54  6080145.72 1012.38 2063.34 2260.00 2054.42 1039.93
 616105.54  6080145.72 1848.00 2221.90 2400.00 2210.68 2042.67
 616305.46  6080151.31   50.00 1500.00 1500.00 1500.00   37.50
 616305.46  6080151.31  614.92 1926.70 1960.00 1922.60  591.12
 616305.46  6080151.31  613.77 1926.21 2175.00 1922.13  589.87
 616305.46  6080151.31 1009.44 2063.49 2260.00 2054.56 1036.97
 616305.46  6080151.31 1848.00 2222.51 2400.00 2211.31 2043.25
 616505.39  6080156.89   50.00 1500.00 1500.00 1500.00   37.50
 616505.39  6080156.89  611.01 1926.49 1960.00 1922.36  587.29
 616505.39  6080156.89  613.46 1927.54 2175.00 1923.36  589.95
 616505.39  6080156.89 1004.40 2063.32 2260.00 2054.39 1031.72
 616505.39  6080156.89 1848.00 2223.35 2400.00 2212.16 2044.04
 616705.31  6080162.48   50.00 1500.00 1500.00 1500.00   37.50
 616705.31  6080162.48  606.51 1926.24 1960.00 1922.08  582.88
 616705.31  6080162.48  613.24 1929.14 2175.00 1924.85  590.20
 616705.31  6080162.48  999.93 2063.39 2260.00 2054.46 1027.16
 616705.31  6080162.48 1848.00 2224.20 2400.00 2213.03 2044.84
 616905.23  6080168.07   50.00 1500.00 1500.00 1500.00   37.50
 616905.23  6080168.07  601.60 1925.96 1960.00 1921.77  578.07
 616905.23  6080168.07  613.09 1930.92 2175.00 1926.51  590.56
 616905.23  6080168.07  992.96 2063.02 2260.00 2054.09 1019.82
 616905.23  6080168.07 1848.00 2225.29 2400.00 2214.14 2045.86
 617105.15  6080173.66   50.00 1500.00 1500.00 1500.00   37.50
 617105.15  6080173.66  596.84 1925.69 1960.00 1921.46  573.40
 617105.15  6080173.66  612.82 1932.59 2175.00 1928.07  590.78
 617105.15  6080173.66  987.30 2062.90 2260.00 2053.97 1013.94
 617105.15  6080173.66 1848.00 2226.27 2400.00 2215.13 2046.78
 617305.07  6080179.24   50.00 1500.00 1500.00 1500.00   37.50
 617305.07  6080179.24  592.41 1925.43 1960.00 1921.18  569.06
 617305.07  6080179.24  612.51 1934.13 2175.00 1929.50  590.92
 617305.07  6080179.24  982.49 2062.89 2260.00 2053.96 1008.99
 617305.07  6080179.24 1848.00 2227.14 2400.00 2216.03 2047.61
 617505.00  6080184.83   50.00 1500.00 1500.00 1500.00   37.50
 617505.00  6080184.83  588.19 1925.18 1960.00 1920.90  564.92
 617505.00  6080184.83  612.19 1935.58 2175.00 1930.86  591.03
 617505.00  6080184.83  977.35 2062.77 2260.00 2053.83 1003.66
 617505.00  6080184.83 1848.00 2228.02 2400.00 2216.92 2048.44
 617704.92  6080190.42   50.00 1500.00 1500.00 1500.00   37.50
 617704.92  6080190.42  584.33 1924.94 1960.00 1920.64  561.15
 617704.92  6080190.42  611.86 1936.89 2175.00 1932.08  591.09
 617704.92  6080190.42  973.26 2062.78 2260.00 2053.85  999.47
 617704.92  6080190.42 1848.00 2228.77 2400.00 2217.70 2049.15
 617904.84  6080196.01   50.00 1500.00 1500.00 1500.00   37.50
 617904.84  6080196.01  580.72 1924.72 1960.00 1920.39  557.61
 617904.84  6080196.01  611.53 1938.11 2175.00 1933.22  591.11
 617904.84  6080196.01  968.70 2062.65 2260.00 2053.71  994.71
 617904.84  6080196.01 1848.00 2229.54 2400.00 2218.48 2049.87
 618104.76  6080201.59   50.00 1500.00 1500.00 1500.00   37.50
 618104.76  6080201.59  577.19 1924.51 1960.00 1920.15  554.15
 618104.76  6080201.59  611.19 1939.29 2175.00 1934.33  591.13
 618104.76  6080201.59  962.40 2062.12 2260.00 2053.18  987.99
 618104.76  6080201.59 1848.00 2230.43 2400.00 2219.38 2050.71
 618304.68  6080207.18   50.00 1500.00 1500.00 1500.00   37.50
 618304.68  6080207.18  573.77 1924.29 1960.00 1919.91  550.80
 618304.68  6080207.18  610.86 1940.44 2175.00 1935.40  591.13
 618304.68  6080207.18  959.03 2062.19 2260.00 2053.24  984.56
 618304.68  6080207.18 1848.00 2231.08 2400.00 2220.05 2051.33
 618504.61  6080212.77   50.00 1500.00 1500.00 1500.00   37.50
 618504.61  6080212.77  571.15 1924.13 1960.00 1919.73  548.23
 618504.61  6080212.77  610.53 1941.29 2175.00 1936.19  591.05
 618504.61  6080212.77  959.14 2062.83 2260.00 2053.89  984.99
 618504.61  6080212.77 1848.00 2231.37 2400.00 2220.36 2051.61
 618704.53  6080218.36   50.00 1500.00 1500.00 1500.00   37.50
 618704.53  6080218.36  569.23 1924.01 1960.00 1919.59  546.35
 618704.53  6080218.36  610.19 1941.87 2175.00 1936.74  590.89
 618704.53  6080218.36  960.38 2063.56 2260.00 2054.61  986.60
 618704.53  6080218.36 1848.00 2231.50 2400.00 2220.51 2051.75
 618904.45  6080223.94   50.00 1500.00 1500.00 1500.00   37.50
 618904.45  6080223.94  567.35 1923.89 1960.00 1919.46  544.51
 618904.45  6080223.94  609.86 1942.44 2175.00 1937.27  590.73
 618904.45  6080223.94  957.49 2063.39 2260.00 2054.44  983.55
 618904.45  6080223.94 1848.00 2231.94 2400.00 2220.96 2052.17
 619104.37  6080229.53   50.00 1500.00 1500.00 1500.00   37.50
 619104.37  6080229.53  565.75 1923.78 1960.00 1919.35  542.94
 619104.37  6080229.53  609.52 1942.90 2175.00 1937.70  590.53
 619104.37  6080229.53  958.49 2064.00 2260.00 2055.05  984.87
 619104.37  6080229.53 1848.00 2232.05 2400.00 2221.09 2052.28
 619304.29  6080235.12   50.00 1500.00 1500.00 1500.00   37.50
 619304.29  6080235.12  564.24 1923.68 1960.00 1919.24  541.45
 619304.29  6080235.12  609.18 1943.34 2175.00 1938.11  590.33
 619304.29  6080235.12  959.94 2064.68 2260.00 2055.73  986.69
 619304.29  6080235.12 1848.00 2232.12 2400.00 2221.17 2052.36
 619504.22  6080240.71   50.00 1500.00 1500.00 1500.00   37.50
 619504.22  6080240.71  562.69 1923.58 1960.00 1919.13  539.94
 619504.22  6080240.71  608.85 1943.78 2175.00 1938.52  590.14
 619504.22  6080240.71  960.74 2065.23 2260.00 2056.27  987.77
 619504.22  6080240.71 1848.00 2232.23 2400.00 2221.30 2052.48
 619704.14  6080246.29   50.00 1500.00 1500.00 1500.00   37.50
 619704.14  6080246.29  561.45 1923.50 1960.00 1919.04  538.73
 619704.14  6080246.29  608.51 1944.11 2175.00 1938.83  589.90
 619704.14  6080246.29  960.17 2065.42 2260.00 2056.46  987.28
 619704.14  6080246.29 1848.00 2232.43 2400.00 2221.50 2052.67
 619904.06  6080251.88   50.00 1500.00 1500.00 1500.00   37.50
 619904.06  6080251.88  559.97 1923.40 1960.00 1918.93  537.27
 619904.06  6080251.88  608.18 1944.53 2175.00 1939.22  589.69
 619904.06  6080251.88  959.57 2065.66 2260.00 2056.69  986.77
 619904.06  6080251.88 1848.00 2232.65 2400.00 2221.74 2052.89
 620103.98  6080257.47   50.00 1500.00 1500.00 1500.00   37.50
 620103.98  6080257.47  558.04 1923.28 1960.00 1918.78  535.38
 620103.98  6080257.47  607.84 1945.13 2175.00 1939.78  589.54
 620103.98  6080257.47  949.70 2064.01 2260.00 2055.05  975.84
 620103.98  6080257.47 1848.00 2233.65 2400.00 2222.72 2053.80
 620303.91  6080263.06   50.00 1500.00 1500.00 1500.00   37.50
 620303.91  6080263.06  555.19 1923.09 1960.00 1918.57  532.59
 620303.91  6080263.06  607.51 1946.06 2175.00 1940.66  589.48
 620303.91  6080263.06  943.13 2063.26 2260.00 2054.30  968.74
 620303.91  6080263.06 1848.00 2234.50 2400.00 2223.57 2054.58
 620503.83  6080268.64   50.00 1500.00 1500.00 1500.00   37.50
 620503.83  6080268.64  550.97 1922.80 1960.00 1918.26  528.45
 620503.83  6080268.64  607.17 1947.52 2175.00 1942.02  589.57
 620503.83  6080268.64  938.94 2063.34 2260.00 2054.38  964.47
 620503.83  6080268.64 1848.00 2235.30 2400.00 2224.39 2055.34
 620703.75  6080274.23   50.00 1500.00 1500.00 1500.00   37.50
 620703.75  6080274.23  547.15 1922.54 1960.00 1917.96  524.71
 620703.75  6080274.23  606.84 1948.82 2175.00 1943.25  589.62
 620703.75  6080274.23  935.04 2063.40 2260.00 2054.43  960.49
 620703.75  6080274.23 1848.00 2236.03 2400.00 2225.15 2056.04
 620903.67  6080279.82   50.00 1500.00 1500.00 1500.00   37.50
 620903.67  6080279.82  545.11 1922.40 1960.00 1917.81  522.71
 620903.67  6080279.82  606.50 1949.45 2175.00 1943.84  589.47
 620903.67  6080279.82  933.39 2063.54 2260.00 2054.57  958.86
 620903.67  6080279.82 1848.00 2236.39 2400.00 2225.53 2056.39
 621103.59  6080285.41   50.00 1500.00 1500.00 1500.00   37.50
 621103.59  6080285.41  544.82 1922.38 1960.00 1917.78  522.42
 621103.59  6080285.41  606.17 1949.44 2175.00 1943.82  589.14
 621103.59  6080285.41  931.70 2063.26 2260.00 2054.29  956.99
 621103.59  6080285.41 1848.00 2236.58 2400.00 2225.70 2056.55
 621303.52  6080290.99   50.00 1500.00 1500.00 1500.00   37.50
 621303.52  6080290.99  545.92 1922.45 1960.00 1917.87  523.50
 621303.52  6080290.99  605.83 1948.89 2175.00 1943.30  588.66
 621303.52  6080290.99  930.24 2062.72 2260.00 2053.74  955.23
 621303.52  6080290.99 1848.00 2236.59 2400.00 2225.70 2056.55
 621503.44  6080296.58   50.00 1500.00 1500.00 1500.00   37.50
 621503.44  6080296.58  547.60 1922.57 1960.00 1918.00  525.15
 621503.44  6080296.58  605.49 1948.12 2175.00 1942.57  588.11
 621503.44  6080296.58  930.31 2062.38 2260.00 2053.40  955.16
 621503.44  6080296.58 1848.00 2236.42 2400.00 2225.52 2056.38
 621703.36  6080302.17   50.00 1500.00 1500.00 1500.00   37.50
 621703.36  6080302.17  549.74 1922.72 1960.00 1918.16  527.25
 621703.36  6080302.17  605.16 1947.18 2175.00 1941.68  587.52
 621703.36  6080302.17  929.90 2061.82 2260.00 2052.85  954.47
 621703.36  6080302.17 1848.00 2236.23 2400.00 2225.31 2056.19
 621903.28  6080307.76   50.00 1500.00 1500.00 1500.00   37.50
 621903.28  6080307.76  552.40 1922.90 1960.00 1918.36  529.85
 621903.28  6080307.76  604.63 1945.96 2175.00 1940.53  586.65
 621903.28  6080307.76  930.69 2061.44 2260.00 2052.46  955.10
 621903.28  6080307.76 1848.00 2235.91 2400.00 2224.97 2055.87
 622103.20  6080313.34   50.00 1500.00 1500.00 1500.00   37.50
 622103.20  6080313.34  555.23 1923.09 1960.00 1918.58  532.62
 622103.20  6080313.34  604.29 1944.76 2175.00 1939.39  585.98
 622103.20  6080313.34  933.12 2061.36 2260.00 2052.38  957.56
 622103.20  6080313.34 1848.00 2235.43 2400.00 2224.47 2055.41
 622303.13  6080318.93   50.00 1500.00 1500.00 1500.00   37.50
 622303.13  6080318.93  558.04 1923.28 1960.00 1918.78  535.38
 622303.13  6080318.93  603.95 1943.56 2175.00 1938.26  585.31
 622303.13  6080318.93  933.35 2060.79 2260.00 2051.81  957.53
 622303.13  6080318.93 1848.00 2235.12 2400.00 2224.14 2055.11
 622503.05  6080324.52   50.00 1500.00 1500.00 1500.00   37.50
 622503.05  6080324.52  560.46 1923.44 1960.00 1918.96  537.75
 622503.05  6080324.52  603.62 1942.50 2175.00 1937.27  584.69
 622503.05  6080324.52  931.18 2059.78 2260.00 2050.79  954.83
 622503.05  6080324.52 1848.00 2235.05 2400.00 2224.04 2055.01
 622702.97  6080330.11   50.00 1500.00 1500.00 1500.00   37.50
 622702.97  6080330.11  562.22 1923.55 1960.00 1919.09  539.48
 622702.97  6080330.11  603.28 1941.70 2175.00 1936.51  584.13
 622702.97  6080330.11  930.33 2059.21 2260.00 2050.23  953.69
 622702.97  6080330.11 1848.00 2234.94 2400.00 2223.92 2054.90
 622902.89  6080335.69   50.00 1500.00 1500.00 1500.00   37.50
 622902.89  6080335.69  563.39 1923.63 1960.00 1919.18  540.62
 622902.89  6080335.69  602.94 1941.12 2175.00 1935.96  583.64
 622902.89  6080335.69  929.95 2058.89 2260.00 2049.90  953.15
 622902.89  6080335.69 1848.00 2234.86 2400.00 2223.82 2054.81
 623102.81  6080341.28   50.00 1500.00 1500.00 1500.00   37.50
 623102.81  6080341.28  564.10 1923.67 1960.00 1919.23  541.31
 623102.81  6080341.28  602.61 1940.71 2175.00 1935.57  583.19
 623102.81  6080341.28  927.96 2058.30 2260.00 2049.32  950.84
 623102.81  6080341.28 1848.00 2234.96 2400.00 2223.91 2054.89
 623302.74  6080346.87   50.00 1500.00 1500.00 1500.00   37.50
 623302.74  6080346.87  564.06 1923.67 1960.00 1919.22  541.28
 623302.74  6080346.87  602.28 1940.59 2175.00 1935.45  582.84
 623302.74  6080346.87  926.06 2057.91 2260.00 2048.93  948.71
 623302.74  6080346.87 1848.00 2235.13 2400.00 2224.07 2055.04
 623502.66  6080352.46   50.00 1500.00 1500.00 1500.00   37.50
 623502.66  6080352.46  563.43 1923.63 1960.00 1919.18  540.66
 623502.66  6080352.46  601.94 1940.69 2175.00 1935.54  582.54
 623502.66  6080352.46  923.73 2057.56 2260.00 2048.57  946.17
 623502.66  6080352.46 1848.00 2235.39 2400.00 2224.34 2055.29
 623702.58  6080358.04   50.00 1500.00 1500.00 1500.00   37.50
 623702.58  6080358.04  562.58 1923.58 1960.00 1919.12  539.83
 623702.58  6080358.04  601.60 1940.87 2175.00 1935.71  582.26
 623702.58  6080358.04  920.57 2057.06 2260.00 2048.08  942.70
 623702.58  6080358.04 1848.00 2235.75 2400.00 2224.69 2055.61
 623902.50  6080363.63   50.00 1500.00 1500.00 1500.00   37.50
 623902.50  6080363.63  561.40 1923.50 1960.00 1919.03  538.67
 623902.50  6080363.63  601.26 1941.18 2175.00 1936.00  582.02
 623902.50  6080363.63  917.20 2056.59 2260.00 2047.61  939.03
 623902.50  6080363.63 1848.00 2236.16 2400.00 2225.10 2055.99
 624102.42  6080369.22   50.00 1500.00 1500.00 1500.00   37.50
 624102.42  6080369.22  559.72 1923.39 1960.00 1918.91  537.03
 624102.42  6080369.22  600.92 1941.68 2175.00 1936.47  581.83
 624102.42  6080369.22  911.89 2055.78 2260.00 2046.80  933.23
 624102.42  6080369.22 1848.00 2236.77 2400.00 2225.71 2056.56
 624302.35  6080374.81   50.00 1500.00 1500.00 1500.00   37.50
 624302.35  6080374.81  557.62 1923.25 1960.00 1918.75  534.96
 624302.35  6080374.81  600.59 1942.34 2175.00 1937.09  581.69
 624302.35  6080374.81  907.31 2055.23 2260.00 2046.25  928.29
 624302.35  6080374.81 1848.00 2237.38 2400.00 2226.32 2057.12
 624502.27  6080380.39   50.00 1500.00 1500.00 1500.00   37.50
 624502.27  6080380.39  555.80 1923.13 1960.00 1918.62  533.18
 624502.27  6080380.39  600.25 1942.90 2175.00 1937.60  581.52
 624502.27  6080380.39  904.93 2055.14 2260.00 2046.15  925.82
 624502.27  6080380.39 1848.00 2237.78 2400.00 2226.73 2057.50
 624702.19  6080385.98   50.00 1500.00 1500.00 1500.00   37.50
 624702.19  6080385.98  553.60 1922.98 1960.00 1918.45  531.02
 624702.19  6080385.98  599.92 1943.60 2175.00 1938.26  581.40
 624702.19  6080385.98  901.69 2054.92 2260.00 2045.94  922.40
 624702.19  6080385.98 1848.00 2238.28 2400.00 2227.24 2057.97
 624902.11  6080391.57   50.00 1500.00 1500.00 1500.00   37.50
 624902.11  6080391.57  550.09 1922.74 1960.00 1918.19  527.59
 624902.11  6080391.57  599.58 1944.80 2175.00 1939.38  581.41
 624902.11  6080391.57  897.72 2054.85 2260.00 2045.86  918.30
 624902.11  6080391.57 1848.00 2238.99 2400.00 2227.97 2058.64
 625102.03  6080397.16   50.00 1500.00 1500.00 1500.00   37.50
 625102.03  6080397.16  546.46 1922.49 1960.00 1917.91  524.03
 625102.03  6080397.16  599.24 1946.05 2175.00 1940.55  581.43
 625102.03  6080397.16  892.05 2054.40 2260.00 2045.41  912.31
 625102.03  6080397.16 1848.00 2239.84 2400.00 2228.84 2059.44
 625301.96  6080402.74   50.00 1500.00 1500.00 1500.00   37.50
 625301.96  6080402.74  544.99 1922.39 1960.00 1917.80  522.59
 625301.96  6080402.74  598.90 1946.47 2175.00 1940.95  581.22
 625301.96  6080402.74  889.27 2054.12 2260.00 2045.13  909.34
 625301.96  6080402.74 1848.00 2240.23 2400.00 2229.23 2059.81
 625501.88  6080408.33   50.00 1500.00 1500.00 1500.00   37.50
 625501.88  6080408.33  545.35 1922.41 1960.00 1917.83  522.94
 625501.88  6080408.33  598.57 1946.20 2175.00 1940.69  580.81
 625501.88  6080408.33  888.11 2053.78 2260.00 2044.79  908.00
 625501.88  6080408.33 1848.00 2240.30 2400.00 2229.29 2059.87
 625701.80  6080413.92   50.00 1500.00 1500.00 1500.00   37.50
 625701.80  6080413.92  545.35 1922.41 1960.00 1917.83  522.94
 625701.80  6080413.92  598.23 1946.06 2175.00 1940.56  580.45
 625701.80  6080413.92  885.96 2053.29 2260.00 2044.30  905.58
 625701.80  6080413.92 1848.00 2240.49 2400.00 2229.47 2060.03
 625901.72  6080419.51   50.00 1500.00 1500.00 1500.00   37.50
 625901.72  6080419.51  544.18 1922.33 1960.00 1917.73  521.80
 625901.72  6080419.51  597.90 1946.37 2175.00 1940.85  580.21
 625901.72  6080419.51  882.45 2052.75 2260.00 2043.76  901.76
 625901.72  6080419.51 1848.00 2240.90 2400.00 2229.89 2060.42
 626101.64  6080425.09   50.00 1500.00 1500.00 1500.00   37.50
 626101.64  6080425.09  542.75 1922.23 1960.00 1917.62  520.39
 626101.64  6080425.09  597.57 1946.79 2175.00 1941.23  580.01
 626101.64  6080425.09  879.34 2052.36 2260.00 2043.38  898.41
 626101.64  6080425.09 1848.00 2241.32 2400.00 2230.31 2060.80
 626301.57  6080430.68   50.00 1500.00 1500.00 1500.00   37.50
 626301.57  6080430.68  541.80 1922.17 1960.00 1917.55  519.46
 626301.57  6080430.68  597.24 1947.02 2175.00 1941.45  579.76
 626301.57  6080430.68  877.67 2052.22 2260.00 2043.23  896.64
 626301.57  6080430.68 1848.00 2241.57 2400.00 2230.56 2061.04
 626501.49  6080436.27   50.00 1500.00 1500.00 1500.00   37.50
 626501.49  6080436.27  541.15 1922.12 1960.00 1917.50  518.83
 626501.49  6080436.27  596.95 1947.15 2175.00 1941.57  579.51
 626501.49  6080436.27  876.02 2052.00 2260.00 2043.01  894.86
 626501.49  6080436.27 1848.00 2241.78 2400.00 2230.77 2061.23
 626701.41  6080441.86   50.00 1500.00 1500.00 1500.00   37.50
 626701.41  6080441.86  541.38 1922.14 1960.00 1917.52  519.05
 626701.41  6080441.86  596.75 1946.98 2175.00 1941.41  579.27
 626701.41  6080441.86  874.63 2051.61 2260.00 2042.63  893.27
 626701.41  6080441.86 1848.00 2241.87 2400.00 2230.86 2061.32
 626901.33  6080447.44   50.00 1500.00 1500.00 1500.00   37.50
 626901.33  6080447.44  542.20 1922.19 1960.00 1917.58  519.86
 626901.33  6080447.44  596.59 1946.60 2175.00 1941.05  579.00
 626901.33  6080447.44  872.06 2050.78 2260.00 2041.80  890.29
 626901.33  6080447.44 1848.00 2241.99 2400.00 2230.97 2061.41
 627101.25  6080453.03   50.00 1500.00 1500.00 1500.00   37.50
 627101.25  6080453.03  542.53 1922.22 1960.00 1917.61  520.18
 627101.25  6080453.03  596.32 1946.37 2175.00 1940.82  578.67
 627101.25  6080453.03  868.38 2049.80 2260.00 2040.82  886.11
 627101.25  6080453.03 1848.00 2242.26 2400.00 2231.22 2061.65
 627301.18  6080458.62   50.00 1500.00 1500.00 1500.00   37.50
 627301.18  6080458.62  541.87 1922.17 1960.00 1917.55  519.53
 627301.18  6080458.62  596.02 1946.50 2175.00 1940.95  578.43
 627301.18  6080458.62  865.01 2049.13 2260.00 2040.16  882.38
 627301.18  6080458.62 1848.00 2242.61 2400.00 2231.57 2061.97
 627501.10  6080464.21   50.00 1500.00 1500.00 1500.00   37.50
 627501.10  6080464.21  540.45 1922.07 1960.00 1917.44  518.14
 627501.10  6080464.21  595.72 1946.92 2175.00 1941.34  578.25
 627501.10  6080464.21  862.14 2048.78 2260.00 2039.81  879.30
 627501.10  6080464.21 1848.00 2243.00 2400.00 2231.96 2062.33
 627701.02  6080469.79   50.00 1500.00 1500.00 1500.00   37.50
 627701.02  6080469.79  538.58 1921.94 1960.00 1917.29  516.30
 627701.02  6080469.79  595.44 1947.52 2175.00 1941.90  578.14
 627701.02  6080469.79  861.78 2049.19 2260.00 2040.22  879.11
 627701.02  6080469.79 1848.00 2243.24 2400.00 2232.22 2062.57
 627900.94  6080475.38   50.00 1500.00 1500.00 1500.00   37.50
 627900.94  6080475.38  536.98 1921.82 1960.00 1917.17  514.74
 627900.94  6080475.38  595.18 1948.03 2175.00 1942.38  578.03
 627900.94  6080475.38  858.26 2048.71 2260.00 2039.74  875.32
 627900.94  6080475.38 1848.00 2243.70 2400.00 2232.69 2063.00
 628100.86  6080480.97   50.00 1500.00 1500.00 1500.00   37.50
 628100.86  6080480.97  535.88 1921.74 1960.00 1917.08  513.66
 628100.86  6080480.97  595.00 1948.38 2175.00 1942.71  577.96
 628100.86  6080480.97  854.13 2047.94 2260.00 2038.97  870.78
 628100.86  6080480.97 1848.00 2244.16 2400.00 2233.13 2063.42
 628300.79  6080486.56   50.00 1500.00 1500.00 1500.00   37.50
 628300.79  6080486.56  534.77 1921.66 1960.00 1916.99  512.57
 628300.79  6080486.56  594.87 1948.75 2175.00 1943.06  577.93
 628300.79  6080486.56  849.06 2046.90 2260.00 2037.94  865.17
 628300.79  6080486.56 1848.00 2244.68 2400.00 2233.65 2063.90
 628500.71  6080492.14   50.00 1500.00 1500.00 1500.00   37.50
 628500.71  6080492.14  533.43 1921.57 1960.00 1916.88  511.26
 628500.71  6080492.14  594.75 1949.22 2175.00 1943.49  577.94
 628500.71  6080492.14  845.38 2046.29 2260.00 2037.33  861.16
 628500.71  6080492.14 1848.00 2245.12 2400.00 2234.09 2064.30
 628700.63  6080497.73   50.00 1500.00 1500.00 1500.00   37.50
 628700.63  6080497.73  532.16 1921.47 1960.00 1916.78  510.02
 628700.63  6080497.73  594.64 1949.66 2175.00 1943.91  577.96
 628700.63  6080497.73  841.94 2045.71 2260.00 2036.76  857.42
 628700.63  6080497.73 1848.00 2245.53 2400.00 2234.51 2064.68
 628900.55  6080503.32   50.00 1500.00 1500.00 1500.00   37.50
 628900.55  6080503.32  531.58 1921.43 1960.00 1916.73  509.45
 628900.55  6080503.32  594.53 1949.84 2175.00 1944.08  577.91
 628900.55  6080503.32  837.17 2044.58 2260.00 2035.64  852.09
 628900.55  6080503.32 1848.00 2245.97 2400.00 2234.94 2065.09
 629100.47  6080508.90   50.00 1500.00 1500.00 1500.00   37.50
 629100.47  6080508.90  531.32 1921.41 1960.00 1916.71  509.19
 629100.47  6080508.90  594.43 1949.90 2175.00 1944.13  577.83
 629100.47  6080508.90  831.53 2043.12 2260.00 2034.20  845.75
 629100.47  6080508.90 1848.00 2246.45 2400.00 2235.40 2065.51
 629300.40  6080514.49   50.00 1500.00 1500.00 1500.00   37.50
 629300.40  6080514.49  531.31 1921.41 1960.00 1916.71  509.18
 629300.40  6080514.49  594.33 1949.87 2175.00 1944.10  577.72
 629300.40  6080514.49  827.96 2042.15 2260.00 2033.24  841.72
 629300.40  6080514.49 1848.00 2246.73 2400.00 2235.68 2065.77
 605704.01  6080055.09   50.00 1500.00 1500.00 1500.00   37.50
 605704.01  6080055.09  531.39 1921.42 1960.00 1916.72  509.26
 605704.01  6080055.09  594.24 1949.80 2175.00 1944.03  577.61
 605704.01  6080055.09 1113.13 2100.11 2260.00 2091.32 1163.95
 605704.01  6080055.09 1848.00 2224.21 2400.00 2214.07 2045.80
 605903.93  6080060.68   50.00 1500.00 1500.00 1500.00   37.50
 605903.93  6080060.68  809.91 1934.77 1960.00 1931.60  782.21
 605903.93  6080060.68  594.15 1839.79 2175.00 1843.22  547.57
 605903.93  6080060.68 1110.71 2045.98 2260.00 2037.05 1131.28
 605903.93  6080060.68 1848.00 2194.08 2400.00 2181.86 2016.03
 606103.86  6080066.26   50.00 1500.00 1500.00 1500.00   37.50
 606103.86  6080066.26  807.81 1934.71 1960.00 1931.53  780.15
 606103.86  6080066.26  594.06 1840.59 2175.00 1843.93  547.70
 606103.86  6080066.26 1110.94 2046.45 2260.00 2037.51 1131.78
 606103.86  6080066.26 1848.00 2194.30 2400.00 2182.09 2016.25
 606303.78  6080071.85   50.00 1500.00 1500.00 1500.00   37.50
 606303.78  6080071.85  803.96 1934.58 1960.00 1931.39  776.38
 606303.78  6080071.85  593.97 1842.10 2175.00 1845.27  548.02
 606303.78  6080071.85 1111.40 2047.30 2260.00 2038.35 1132.71
 606303.78  6080071.85 1848.00 2194.69 2400.00 2182.50 2016.63
 606503.70  6080077.44   50.00 1500.00 1500.00 1500.00   37.50
 606503.70  6080077.44  799.86 1934.45 1960.00 1931.24  772.36
 606503.70  6080077.44  593.89 1843.71 2175.00 1846.70  548.37
 606503.70  6080077.44 1109.20 2047.66 2260.00 2038.71 1130.67
 606503.70  6080077.44 1848.00 2195.32 2400.00 2183.15 2017.23
 606703.62  6080083.03   50.00 1500.00 1500.00 1500.00   37.50
 606703.62  6080083.03  795.33 1934.31 1960.00 1931.08  767.92
 606703.62  6080083.03  593.80 1845.50 2175.00 1848.30  548.76
 606703.62  6080083.03 1106.74 2048.06 2260.00 2039.11 1128.38
 606703.62  6080083.03 1848.00 2196.02 2400.00 2183.87 2017.89
 606903.54  6080088.61   50.00 1500.00 1500.00 1500.00   37.50
 606903.54  6080088.61  789.62 1934.12 1960.00 1930.87  762.33
 606903.54  6080088.61  593.72 1847.76 2175.00 1850.32  549.28
 606903.54  6080088.61 1103.83 2048.60 2260.00 2039.64 1125.71
 606903.54  6080088.61 1848.00 2196.88 2400.00 2184.76 2018.72
 607103.47  6080094.20   50.00 1500.00 1500.00 1500.00   37.50
 607103.47  6080094.20  782.37 1933.88 1960.00 1930.60  755.23
 607103.47  6080094.20  593.63 1850.64 2175.00 1852.90  549.97
 607103.47  6080094.20 1102.47 2049.76 2260.00 2040.79 1124.96
 607103.47  6080094.20 1848.00 2197.78 2400.00 2185.71 2019.59
 607303.39  6080099.79   50.00 1500.00 1500.00 1500.00   37.50
 607303.39  6080099.79  775.03 1933.63 1960.00 1930.32  748.03
